seconds,time,air,beans,air_sp,power,power_sp,speed,coolfan_speed,stirrer_speed,pressure,pressure_fan_speed,pressure_sp,ror,ror_f,computed_air_ror,__filled,beans_clean,air_clean,beans_smooth,air_smooth
508.0,08:28,201.8,178.1,220,81,81,50,61,15616,121,24,120,5.0,89,3.9,0,178.1,201.8,178.10325791855303,201.8350226244355
509.0,08:29,202.0,178.3,220,81,81,50,61,15616,120,24,120,4.9,88,3.9,0,178.3,202.0,178.26253393665257,201.95411764705995
510.0,08:30,202.1,178.4,220,81,81,50,61,15616,119,24,120,4.9,89,3.8,0,178.4,202.1,178.42135746606434,202.06959276018213
511.0,08:31,202.2,178.6,220,81,81,50,61,15616,119,24,120,4.9,88,3.7,0,178.6,202.2,178.57746606334942,202.19257918552148
512.0,08:32,202.3,178.7,220,81,81,50,61,15616,121,24,120,4.8,87,3.6,0,178.7,202.3,178.74244343891502,202.3003619909514
513.0,08:33,202.4,178.9,220,81,81,50,61,15616,119,24,120,4.9,88,3.5,0,178.9,202.4,178.9149321266978,202.41113122172058
514.0,08:34,202.5,179.1,220,81,81,50,61,15616,119,24,120,4.8,87,3.4,0,179.1,202.5,179.0806334841639,202.52307692307807
515.0,08:35,202.6,179.2,220,81,81,50,61,15616,120,24,120,4.9,88,3.3,0,179.2,202.6,179.23203619909603,202.62823529411878
516.0,08:36,202.7,179.4,220,81,81,50,61,15616,121,24,120,4.8,87,3.3,0,179.4,202.7,179.381628959277,202.7257013574672
517.0,08:37,202.9,179.6,220,81,81,50,61,15616,121,24,120,4.9,89,3.3,0,179.6,202.9,179.5419004524897,202.82135746606448
518.0,08:38,202.9,179.7,220,81,81,50,61,15616,120,24,120,4.8,87,3.3,0,179.7,202.9,179.69149321267068,202.92108597285178
519.0,08:39,203.1,179.9,220,81,81,50,61,15616,119,24,120,5.0,89,3.4,0,179.9,203.1,179.8428959276028,203.0239819004536
520.0,08:40,203.1,179.9,220,81,81,50,61,15616,119,24,120,5.0,89,3.4,0,179.9,203.1,179.9947511312227,203.12208144796494
521.0,08:41,203.2,180.1,220,81,81,50,61,15616,120,24,120,5.0,91,3.4,0,180.1,203.2,180.14570135746706,203.22036199095135
522.0,08:42,203.3,180.3,220,81,81,50,61,15616,120,24,120,5.1,93,3.4,0,180.3,203.3,180.30823529411865,203.32995475113236
523.0,08:43,203.4,180.5,220,81,81,50,61,15616,120,24,120,5.0,90,3.4,0,180.5,203.4,180.46099547511415,203.44108597285182
524.0,08:44,203.6,180.6,220,81,81,50,61,15616,121,24,120,5.2,93,3.5,0,180.6,203.6,180.61647058823633,203.56398190045363
525.0,08:45,203.7,180.8,220,81,81,50,61,15616,121,24,120,5.2,93,3.6,0,180.8,203.7,180.78009049773857,203.70180995475224
526.0,08:46,203.8,181.0,220,81,81,50,61,15616,120,24,120,5.0,90,3.8,0,181.0,203.8,180.94343891402815,203.84389140271605
527.0,08:47,204.0,181.1,220,81,81,50,61,15616,120,24,120,5.0,90,4.0,0,181.1,204.0,181.12515837104172,203.99954751131335
528.0,08:48,204.2,181.3,220,81,81,50,61,15616,119,24,120,5.0,90,4.2,0,181.3,204.2,181.28914027149423,204.15013574660745
529.0,08:49,204.3,181.4,220,81,81,50,61,15616,120,24,120,5.0,90,4.4,0,181.4,204.3,181.4531221719467,204.3031674208156
530.0,08:50,204.5,181.6,220,81,81,50,61,15616,120,24,120,4.9,89,4.5,0,181.6,204.5,181.62072398190148,204.4652488687794
531.0,08:51,204.6,181.8,220,81,81,50,61,15616,120,24,120,5.0,90,4.6,0,181.8,204.6,181.80262443439017,204.62208144796494
532.0,08:52,204.8,182.0,220,81,81,50,61,15616,120,24,120,5.2,93,4.6,0,182.0,204.8,181.96859728506888,204.786153846155
533.0,08:53,204.9,182.2,220,81,81,50,61,15616,120,24,120,5.2,94,4.6,0,182.2,204.9,182.14226244343993,204.94904977375677
534.0,08:54,205.1,182.3,220,81,81,50,61,15616,120,24,120,5.3,95,4.7,0,182.3,205.1,182.3333936651594,205.11556561086084
535.0,08:55,205.3,182.5,220,81,81,50,61,15616,120,24,120,5.4,97,4.7,0,182.5,205.3,182.5179185520372,205.2834389140283
536.0,08:56,205.5,182.7,220,81,81,50,61,15616,119,24,120,5.4,97,5.0,0,182.7,205.5,182.70561085972952,205.4571945701369
537.0,08:57,205.6,182.9,220,81,81,50,61,15616,117,24,120,5.4,97,5.1,0,182.9,205.6,182.88533936651686,205.62751131221836
538.0,08:58,205.8,183.0,220,81,81,50,61,15616,118,25,120,5.4,97,5.3,0,183.0,205.8,183.07303167420918,205.80506787330432
539.0,08:59,206.0,183.3,220,81,81,50,61,15616,118,25,120,5.4,97,5.3,0,183.3,206.0,183.25755656108697,205.98669683258032
540.0,09:00,206.2,183.5,220,81,81,50,61,15616,118,25,120,5.4,97,5.4,0,183.5,206.2,183.44162895927704,206.16923076923194
541.0,09:01,206.3,183.6,220,81,81,50,61,15616,118,25,120,5.4,97,5.3,0,183.6,206.3,183.627963800906,206.34244343891515
542.0,09:02,206.5,183.8,220,71,71,50,61,15616,119,25,120,5.4,97,5.3,0,183.8,206.5,183.80542986425442,206.52316742081564
543.0,09:03,206.7,184.0,220,71,71,50,61,15616,120,25,120,5.4,97,5.3,0,184.0,206.7,183.98995475113225,206.70117647058936
544.0,09:04,206.9,184.2,220,71,71,50,61,15616,120,25,120,5.4,97,5.3,0,184.2,206.9,184.17040723982,206.88714932126814
545.0,09:05,207.1,184.3,220,71,71,50,61,15616,120,25,120,5.3,95,5.3,0,184.3,207.1,184.34950226244445,207.0579185520374
546.0,09:06,207.2,184.5,220,71,71,50,61,15616,121,25,120,5.2,93,5.3,0,184.5,207.2,184.5161085972861,207.23122171945818
547.0,09:07,207.4,184.7,220,71,71,50,61,15616,119,25,120,5.2,94,5.3,0,184.7,207.4,184.6929411764716,207.40479638009165
548.0,09:08,207.6,184.9,220,71,71,50,61,15616,119,25,120,5.2,93,5.2,0,184.9,207.6,184.87565610859832,207.57022624434506
549.0,09:09,207.7,185.1,220,71,71,50,61,15616,119,25,120,5.4,97,5.1,0,185.1,207.7,185.0531221719467,207.7190950226256
550.0,09:10,207.9,185.2,220,71,71,50,61,15616,120,25,120,5.5,99,5.0,0,185.2,207.9,185.24126696832684,207.87004524886993
551.0,09:11,208.0,185.4,220,71,71,50,61,15616,121,25,120,5.6,101,4.8,0,185.4,208.0,185.42895927601916,208.01466063348533
552.0,09:12,208.2,185.6,220,71,71,50,61,15616,120,25,120,5.7,103,4.7,0,185.6,208.2,185.61185520362093,208.16542986425455
553.0,09:13,208.3,185.8,220,71,71,50,61,15616,119,25,120,5.7,103,4.6,0,185.8,208.3,185.7917647058834,208.32190045248987
554.0,09:14,208.4,186.0,220,71,71,50,61,15616,119,25,120,5.7,103,4.5,0,186.0,208.4,185.98371040724084,208.4636199095034
555.0,09:15,208.6,186.2,220,71,71,50,61,15616,121,25,120,5.7,103,4.5,0,186.2,208.6,186.1756561085983,208.61104072398308
556.0,09:16,208.8,186.4,220,71,71,50,61,15616,121,25,120,5.7,102,4.6,0,186.4,208.8,186.3694117647069,208.76461538461655
557.0,09:17,208.9,186.5,220,71,71,50,61,15616,120,25,120,5.5,100,4.6,0,186.5,208.9,186.5667873303178,208.90479638009165
558.0,09:18,209.1,186.7,220,71,71,50,61,15616,120,25,120,5.7,102,4.6,0,186.7,209.1,186.7557466063359,209.05294117647176
559.0,09:19,209.2,187.0,220,71,71,50,61,15616,122,25,120,5.5,100,4.6,0,187.0,209.2,186.9513122171956,209.1895022624446
560.0,09:20,209.3,187.2,220,71,71,50,61,15616,120,25,120,5.5,100,4.4,0,187.2,209.3,187.14144796380194,209.33583710407356
561.0,09:21,209.5,187.3,220,71,71,50,61,15616,120,25,120,5.5,100,4.3,0,187.3,209.5,187.32796380090602,209.4723981900464
562.0,09:22,209.6,187.5,220,71,71,50,61,15616,120,25,120,5.5,100,4.2,0,187.5,209.6,187.51266968325893,209.60669683258035
563.0,09:23,209.7,187.7,220,71,71,50,61,15616,120,25,120,5.4,97,4.1,0,187.7,209.7,187.69737556561188,209.74624434389256
564.0,09:24,209.9,187.9,220,71,71,50,61,15616,118,25,120,5.4,97,4.1,0,187.9,209.9,187.88389140271596,209.8923981900464
565.0,09:25,210.0,188.1,220,71,71,50,61,15616,119,25,120,5.4,97,4.1,0,188.1,210.0,188.06723981900558,210.02651583710525
566.0,09:26,210.2,188.2,220,71,71,50,61,15616,119,25,120,5.5,99,4.1,0,188.2,210.2,188.24244343891507,210.17085972850793
567.0,09:27,210.3,188.4,230,71,71,50,61,15616,120,25,120,5.5,100,4.1,0,188.4,210.3,188.42515837104173,210.30678733031792
568.0,09:28,210.5,188.6,230,71,71,50,61,15616,120,25,120,5.6,100,4.2,0,188.6,210.5,188.61104072398297,210.44271493212784
569.0,09:29,210.6,188.8,230,71,71,50,61,15616,120,25,120,5.6,100,4.2,0,188.8,210.6,188.7960180995486,210.58000000000118
570.0,09:30,210.7,189.0,230,71,71,50,61,15616,119,25,120,5.5,100,4.2,0,189.0,210.7,188.97601809954855,210.72000000000116
571.0,09:31,210.8,189.2,230,71,71,50,61,15616,121,25,120,5.5,100,4.1,0,189.2,210.8,189.14669683258023,210.85022624434507
572.0,09:32,211.0,189.3,230,71,71,50,61,15616,121,25,120,5.6,100,4.1,0,189.3,211.0,189.32371040724087,210.9920361990962
573.0,09:33,211.1,189.5,230,71,71,50,61,15616,120,25,120,5.5,100,4.0,0,189.5,211.1,189.5088687782816,211.13294117647177
574.0,09:34,211.3,189.7,230,71,71,50,61,15616,120,25,130,5.5,100,4.0,0,189.7,211.3,189.69719457013682,211.28135746606452
575.0,09:35,211.4,189.9,230,71,71,50,61,15616,119,25,130,5.6,100,4.2,0,189.9,211.4,189.88371040724087,211.42570135746723
576.0,09:36,211.6,190.0,230,71,71,50,61,15616,119,25,130,5.4,97,4.3,0,190.0,211.6,190.07022624434495,211.57529411764824
577.0,09:37,211.7,190.2,230,71,71,50,61,15616,121,25,130,5.4,97,4.4,0,190.2,211.7,190.25855203620017,211.71945701357583
578.0,09:38,211.9,190.5,230,71,71,50,61,15616,122,25,130,5.4,96,4.4,0,190.5,211.9,190.4504977375576,211.8545701357478
579.0,09:39,212.0,190.7,230,71,71,50,61,15616,121,25,130,5.5,99,4.3,0,190.7,212.0,190.64787330316847,211.9770135746618
580.0,09:40,212.1,190.9,230,71,71,50,61,15616,121,26,130,5.5,99,4.2,0,190.9,212.1,190.83864253393773,212.09701357466182
581.0,09:41,212.2,191.0,230,71,71,50,61,15616,121,26,130,5.6,101,3.9,0,191.0,212.2,191.03076923077032,212.20479638009166
582.0,09:42,212.3,191.2,230,71,71,50,61,15616,121,26,130,5.7,102,3.7,0,191.2,212.3,191.22515837104177,212.31149321267088
583.0,09:43,212.4,191.4,230,71,71,50,61,15616,123,26,130,5.8,104,3.4,0,191.4,212.4,191.42977375565715,212.40823529411884
584.0,09:44,212.5,191.6,230,71,71,50,61,15616,122,26,130,5.7,102,3.3,0,191.6,212.5,191.6187330316753,212.5070588235306
585.0,09:45,212.6,191.8,230,71,71,50,61,15616,123,26,130,5.7,103,3.1,0,191.8,212.6,191.8000000000011,212.6000000000012
586.0,09:46,212.7,192.0,230,71,71,50,61,15616,124,26,130,5.7,103,3.1,0,192.0,212.7,191.98832579185628,212.69294117647178
587.0,09:47,212.8,192.2,230,71,71,50,61,15616,125,26,130,5.7,103,3.1,0,192.2,212.8,192.1784615384626,212.79882352941297
588.0,09:48,212.9,192.4,230,71,71,50,61,15616,125,26,130,5.7,103,3.1,0,192.4,212.9,192.37221719457122,212.89674208144913
589.0,09:49,213.0,192.6,230,71,71,50,61,15616,125,26,130,5.8,104,3.1,0,192.6,213.0,192.55755656108704,212.99963800905095
590.0,09:50,213.1,192.7,230,71,71,50,61,15616,126,27,130,5.8,104,3.1,0,192.7,213.1,192.74244343891513,213.1066063348428
591.0,09:51,213.2,192.9,230,71,71,50,61,15616,127,27,130,5.7,102,3.0,0,192.9,213.2,192.92778280543092,213.21674208144913
592.0,09:52,213.3,193.1,230,71,71,50,61,15616,128,27,130,5.6,101,3.1,0,193.1,213.3,193.12153846153953,213.32914027149442
593.0,09:53,213.5,193.3,230,71,71,50,61,15616,126,27,130,5.6,100,3.1,0,193.3,213.5,193.3116742081459,213.442895927603
594.0,09:54,213.5,193.5,230,71,71,50,61,15616,127,27,130,5.5,100,3.2,0,193.5,213.5,193.50000000000108,213.5571040723994
595.0,09:55,213.7,193.7,230,71,71,50,61,15616,128,27,130,5.5,99,3.3,0,193.7,213.7,193.68832579185627,213.6638009049786
596.0,09:56,213.8,193.9,230,71,71,50,61,15616,128,27,130,5.5,99,3.3,0,193.9,213.8,193.885520361992,213.7750226244356
597.0,09:57,213.9,194.1,230,71,71,50,61,15616,129,27,130,5.6,100,3.3,0,194.1,213.9,194.08045248868888,213.8889592760193
598.0,09:58,214.0,194.3,230,71,71,50,61,15616,129,27,130,5.6,101,3.2,0,194.3,214.0,194.26199095022733,214.00380090497856
599.0,09:59,214.1,194.4,230,71,71,50,61,15616,128,27,130,5.5,99,3.3,0,194.4,214.1,194.43900452488796,214.11067873303284
600.0,10:00,214.2,194.6,230,71,71,50,61,15616,129,28,130,5.5,99,3.3,0,194.6,214.2,194.61330316742192,214.2207239819016
601.0,10:01,214.3,194.8,230,61,61,50,61,15616,128,28,130,5.5,99,3.4,0,194.8,214.3,194.79375565610968,214.34506787330437
602.0,10:02,214.5,195.0,230,61,61,50,61,15616,130,28,130,5.4,97,3.5,0,195.0,214.5,194.96923076923184,214.46099547511432
603.0,10:03,214.6,195.1,230,61,61,50,61,15616,131,28,130,5.3,95,3.6,0,195.1,214.6,195.1424434389151,214.58669683258037
604.0,10:04,214.7,195.3,230,61,61,50,61,15616,131,28,130,5.3,96,3.6,0,195.3,214.7,195.31610859728616,214.7062443438926
605.0,10:05,214.8,195.5,230,61,61,50,61,15616,131,28,130,5.3,96,3.7,0,195.5,214.8,195.49294117647167,214.83076923077041
606.0,10:06,215.0,195.7,230,61,61,50,61,15616,131,27,130,5.5,99,3.7,0,195.7,215.0,195.67565610859836,214.95755656108713
607.0,10:07,215.1,195.9,230,61,61,50,61,15616,130,27,130,5.5,99,3.7,0,195.9,215.1,195.8531221719468,215.08389140271612
608.0,10:08,215.2,196.0,230,61,61,50,61,15616,129,27,130,5.5,99,3.6,0,196.0,215.2,196.03420814479747,215.2070588235306
609.0,10:09,215.3,196.2,230,61,61,50,61,15616,128,28,130,5.5,99,3.5,0,196.2,215.3,196.22072398190153,215.3243438914039
610.0,10:10,215.4,196.4,230,61,61,50,61,15616,129,28,130,5.6,101,3.5,0,196.4,215.4,196.41447963801014,215.4468778280555
611.0,10:11,215.6,196.6,230,61,61,50,61,15616,129,28,130,5.5,99,3.5,0,196.6,215.6,196.61049773755767,215.56579185520482
612.0,10:12,215.7,196.8,230,61,61,50,61,15616,131,28,130,5.5,99,3.6,0,196.8,215.7,196.8038009049785,215.67927601810072
613.0,10:13,215.8,197.0,230,61,61,50,61,15616,130,28,130,5.6,102,3.7,0,197.0,215.8,196.99619909502374,215.78552036199216
614.0,10:14,215.9,197.2,230,61,61,50,61,15616,131,28,130,5.7,102,3.7,0,197.2,215.9,197.18950226244453,215.88950226244464
615.0,10:15,216.0,197.4,230,61,61,50,61,15616,131,28,130,5.6,101,3.6,0,197.4,216.0,197.38552036199206,216.00325791855326
616.0,10:16,216.1,197.6,230,61,61,50,61,15616,130,28,130,5.7,102,3.4,0,197.6,216.1,197.57221719457124,216.11203619909622
617.0,10:17,216.2,197.8,230,61,61,50,61,15616,130,28,130,5.7,102,3.3,0,197.8,216.2,197.7646153846165,216.21493212669802
618.0,10:18,216.3,197.9,230,61,61,50,61,15616,129,28,130,5.5,99,3.3,0,197.9,216.3,197.95067873303276,216.31104072398313
619.0,10:19,216.4,198.1,230,61,61,50,61,15616,129,28,130,5.5,99,3.3,0,198.1,216.4,198.14633484163005,216.42036199095145
620.0,10:20,216.5,198.3,230,61,61,50,61,15616,129,28,130,5.4,97,3.3,0,198.3,216.5,198.3275113122183,216.52289592760303
621.0,10:21,216.7,198.5,230,61,61,50,61,15616,130,28,130,5.3,96,3.3,0,198.5,216.7,198.49782805429976,216.61954751131344
622.0,10:22,216.7,198.7,230,61,61,50,61,15616,130,28,130,5.4,98,3.2,0,198.7,216.7,198.66090497737667,216.71122171945822
623.0,10:23,216.8,198.9,230,61,61,50,61,15616,130,28,130,5.5,99,3.1,0,198.9,216.8,198.8203619909513,216.79882352941297
624.0,10:24,216.9,199.0,250,61,61,50,61,15616,131,28,130,5.5,99,3.0,0,199.0,216.9,198.97981900452598,216.88325791855323
625.0,10:25,217.0,199.2,250,61,61,50,61,15616,131,28,130,5.5,99,2.9,0,199.2,217.0,199.14995475113233,216.97248868778402
626.0,10:26,217.0,199.2,250,61,61,50,61,15616,131,28,130,5.5,99,2.9,0,199.2,217.0,199.30760180995586,217.05447963801026
627.0,10:27,217.1,199.4,250,61,61,50,61,15616,130,28,130,5.5,99,2.8,0,199.4,217.1,199.46343891402825,217.1310407239831
628.0,10:28,217.2,199.6,250,61,61,50,61,15616,130,28,130,5.4,97,2.8,0,199.6,217.2,199.6281447963812,217.2039819004537
629.0,10:29,217.3,199.8,250,61,61,50,61,15616,130,28,130,5.5,99,2.8,0,199.8,217.3,199.79239819004636,217.29601809954875
630.0,10:30,217.4,200.0,250,61,61,50,61,15616,130,28,130,5.5,99,2.8,0,200.0,217.4,199.96072398190154,217.3760180995487
631.0,10:31,217.5,200.2,250,61,61,50,61,15616,131,28,140,5.5,99,2.7,0,200.2,217.5,200.13764705882465,217.45375565610976
632.0,10:32,217.5,200.3,250,51,51,50,61,15616,128,28,140,5.5,99,2.6,0,200.3,217.5,200.3209049773767,217.53194570135872
633.0,10:33,217.6,200.5,250,51,51,50,61,15616,130,28,140,5.5,99,2.5,0,200.5,217.6,200.50823529411878,217.62036199095144
634.0,10:34,217.7,200.7,250,51,51,50,61,15616,131,28,140,5.3,96,2.4,0,200.7,217.7,200.68352941176585,217.69493212669806
635.0,10:35,217.8,200.8,250,51,51,50,61,15616,131,28,140,5.4,96,2.4,0,200.8,217.8,200.8506787330328,217.7654298642546
636.0,10:36,217.8,201.0,250,51,51,50,61,15616,131,28,140,5.3,96,2.4,0,201.0,217.8,201.01330316742192,217.8345701357478
637.0,10:37,217.9,201.2,250,51,51,50,61,15616,130,28,140,5.2,93,2.4,0,201.2,217.9,201.18208144796492,217.90506787330438
638.0,10:38,218.0,201.4,250,51,51,50,61,15616,131,28,140,5.2,93,2.3,0,201.4,218.0,201.34769230769342,217.97963800905097
639.0,10:39,218.1,201.5,250,51,51,50,61,15616,131,28,140,5.1,92,2.3,0,201.5,218.1,201.5217194570147,218.06099547511434
640.0,10:40,218.1,201.7,250,51,51,50,61,15616,133,29,140,4.9,88,2.2,0,201.7,218.1,201.6819004524898,218.13800904977495
641.0,10:41,218.2,201.8,250,51,51,50,61,15616,133,29,140,5.0,90,2.3,0,201.8,218.2,201.84687782805543,218.21954751131344
642.0,10:42,218.3,202.0,250,51,51,50,61,15616,132,29,140,4.8,87,2.3,0,202.0,218.3,202.00117647058937,218.31447963801025
643.0,10:43,218.4,202.2,250,51,51,50,61,15616,134,29,140,4.8,86,2.3,0,202.2,218.4,202.15638009049886,218.4046153846166
644.0,10:44,218.5,202.3,250,51,51,50,61,15616,135,29,140,4.8,86,2.3,0,202.3,218.5,202.31022624434502,218.498823529413
645.0,10:45,218.6,202.5,250,51,51,50,61,15616,134,29,140,4.8,87,2.4,0,202.5,218.6,202.47429864253508,218.59212669683382
646.0,10:46,218.7,202.6,250,51,51,50,61,15616,135,29,140,4.8,86,2.5,0,202.6,218.7,202.64018099547624,218.67927601810075
647.0,10:47,218.8,202.8,250,51,51,50,61,15616,136,29,140,4.8,87,2.6,0,202.8,218.8,202.79945701357576,218.78208144796503
648.0,10:48,218.9,202.9,250,51,51,50,61,15616,136,29,140,4.8,87,2.7,0,202.9,218.9,202.97076923077034,218.86760180995597
649.0,10:49,218.9,203.2,250,51,51,50,61,15616,136,30,140,4.8,87,2.8,0,203.2,218.9,203.13891402715046,218.95674208144916
650.0,10:50,219.1,203.3,250,51,51,50,61,15616,136,30,140,4.8,87,2.9,0,203.3,219.1,203.30253393665274,219.04950226244466
651.0,10:51,219.1,203.5,250,51,51,50,61,15616,137,30,140,4.8,86,2.9,0,203.5,219.1,203.47411764705996,219.1458823529424
652.0,10:52,219.2,203.6,250,51,51,50,61,15616,137,30,140,4.8,86,2.9,0,203.6,219.2,203.6323076923088,219.2529411764718
653.0,10:53,219.4,203.8,250,51,51,50,61,15616,137,30,140,4.8,87,2.9,0,203.8,219.4,203.79665158371157,219.3506787330329
654.0,10:54,219.4,204.0,250,51,51,50,61,15616,137,30,140,4.7,85,3.0,0,204.0,219.4,203.94579185520473,219.45294117647182
655.0,10:55,219.6,204.1,250,51,51,50,61,15616,138,30,140,4.8,86,3.0,0,204.1,219.6,204.09927601810068,219.55972850678853
656.0,10:56,219.7,204.2,250,51,51,50,61,15616,139,30,140,4.8,87,3.0,0,204.2,219.7,204.23574660633597,219.67104072398308
657.0,10:57,219.8,204.4,250,51,51,50,61,15616,139,30,140,4.7,85,3.1,0,204.4,219.8,204.38859728506898,219.7730316742094
658.0,10:58,219.9,204.5,250,51,51,50,61,15616,139,30,140,4.7,84,3.1,0,204.5,219.9,204.53031674208262,219.88570135746727
659.0,10:59,219.9,204.7,250,51,51,50,61,15616,140,30,140,4.7,84,3.1,0,204.7,219.9,204.68135746606447,219.98814479638133
660.0,11:00,220.1,204.8,250,51,51,50,61,15616,140,30,140,4.5,82,3.0,0,204.8,220.1,204.82126696832694,220.0865158371053
661.0,11:01,220.2,205.0,250,51,51,50,61,15616,141,30,140,4.5,81,3.0,0,205.0,220.2,204.9634389140283,220.18669683258042
662.0,11:02,220.3,205.1,250,51,51,50,61,15616,141,30,140,4.5,81,3.0,0,205.1,220.3,205.12126696832695,220.2877828054311
663.0,11:03,220.4,205.3,250,51,51,50,61,15616,139,30,140,4.4,79,3.0,0,205.3,220.4,205.2778280542998,220.38886877828176
664.0,11:04,220.5,205.4,250,51,51,50,61,15616,140,30,140,4.4,80,3.1,0,205.4,220.5,205.42972850678848,220.49583710407364
665.0,11:05,220.6,205.6,250,51,51,50,61,15616,141,30,140,4.4,78,3.3,0,205.6,220.6,205.5834389140283,220.6077828054311
666.0,11:06,220.7,205.7,250,51,51,50,61,15616,141,30,140,4.4,78,3.4,0,205.7,220.7,205.73850678733146,220.7238009049786
667.0,11:07,220.8,205.9,250,51,51,50,61,15616,140,30,140,4.4,79,3.4,0,205.9,220.8,205.89447963801018,220.82914027149445
668.0,11:08,221.0,206.1,250,51,51,50,61,15616,140,30,140,4.4,79,3.5,0,206.1,221.0,206.05090497737672,220.94289592760305
669.0,11:09,221.0,206.2,250,51,51,50,61,15616,140,30,140,4.5,80,3.4,0,206.2,221.0,206.2073303167432,221.0571040723994
670.0,11:10,221.2,206.4,250,51,51,50,61,15616,140,30,140,4.5,82,3.3,0,206.35,221.2,206.36330316742192,221.170859728508
671.0,11:11,221.3,206.5,250,51,51,50,61,15616,140,30,140,4.5,82,3.2,0,206.5,221.3,206.51837104072513,221.27619909502386
672.0,11:12,221.4,206.7,250,51,51,50,61,15616,140,30,140,4.5,82,3.2,0,206.7,221.4,206.6695022624436,221.3835197155787
673.0,11:13,221.5,206.8,250,51,51,50,61,15616,140,30,140,4.6,83,3.2,0,206.8,221.5,206.8202707749768,221.4911994541408
674.0,11:14,221.6,207.0,250,51,51,50,61,15616,140,30,140,4.5,82,3.3,0,207.0,221.6,206.97121076635793,221.59990447461047
675.0,11:15,221.7,207.1,250,51,51,50,61,15616,139,30,140,4.6,82,3.3,0,207.1,221.7,207.12285642462123,221.71030094088925
676.0,11:16,221.8,207.3,250,51,51,50,61,15616,140,30,140,4.6,83,3.3,0,207.3,221.8,207.27574193780083,221.82305501687856
677.0,11:17,221.9,207.4,250,51,51,50,61,15616,141,19,140,4.7,84,3.3,0,207.4,221.9,207.43040149393096,221.93883286647983
678.0,11:18,222.1,207.6,250,51,51,50,61,15616,133,19,140,4.7,84,3.4,0,207.6,222.1,207.5873692810458,222.05830065359453
